,Config,Filename,Model,Name,Species,Citations
824,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Cr__MO_245813471114_004\n', 'pair_coeff * * Cr\n']",[],OPENKIM,Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Cr__MO_245813471114_004,['Cr'],"[{'A._1959': {'title': 'Application of the {M}orse Potential Function to Cubic Metals', 'volume': '114', 'year': '1959', 'journal': 'Physical Review', 'doi': '10.1103/PhysRev.114.687', 'author': ['Girifalco, L. A. ', ' Weizer, V. G.'], 'number': '3'}}]"
825,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Cs__MO_999639780744_004\n', 'pair_coeff * * Cs\n']",[],OPENKIM,Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Cs__MO_999639780744_004,['Cs'],"[{'A._1959': {'title': 'Application of the {M}orse Potential Function to Cubic Metals', 'volume': '114', 'year': '1959', 'journal': 'Physical Review', 'doi': '10.1103/PhysRev.114.687', 'author': ['Girifalco, L. A. ', ' Weizer, V. G.'], 'number': '3'}}]"
826,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Cu__MO_173787283511_004\n', 'pair_coeff * * Cu\n']",[],OPENKIM,Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Cu__MO_173787283511_004,['Cu'],"[{'A._1959': {'title': 'Application of the {M}orse Potential Function to Cubic Metals', 'volume': '114', 'year': '1959', 'journal': 'Physical Review', 'doi': '10.1103/PhysRev.114.687', 'author': ['Girifalco, L. A. ', ' Weizer, V. G.'], 'number': '3'}}]"
827,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Fe__MO_984358344196_004\n', 'pair_coeff * * Fe\n']",[],OPENKIM,Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Fe__MO_984358344196_004,['Fe'],"[{'A._1959': {'title': 'Application of the {M}orse Potential Function to Cubic Metals', 'volume': '114', 'year': '1959', 'journal': 'Physical Review', 'doi': '10.1103/PhysRev.114.687', 'author': ['Girifalco, L. A. ', ' Weizer, V. G.'], 'number': '3'}}]"
828,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959MedCutoff_K__MO_202712315930_004\n', 'pair_coeff * * K\n']",[],OPENKIM,Morse_Shifted_GirifalcoWeizer_1959MedCutoff_K__MO_202712315930_004,['K'],"[{'A._1959': {'title': 'Application of the {M}orse Potential Function to Cubic Metals', 'volume': '114', 'year': '1959', 'journal': 'Physical Review', 'doi': '10.1103/PhysRev.114.687', 'author': ['Girifalco, L. A. ', ' Weizer, V. G.'], 'number': '3'}}]"
829,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Mo__MO_534363225491_004\n', 'pair_coeff * * Mo\n']",[],OPENKIM,Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Mo__MO_534363225491_004,['Mo'],"[{'A._1959': {'title': 'Application of the {M}orse Potential Function to Cubic Metals', 'volume': '114', 'year': '1959', 'journal': 'Physical Review', 'doi': '10.1103/PhysRev.114.687', 'author': ['Girifalco, L. A. ', ' Weizer, V. G.'], 'number': '3'}}]"
830,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Na__MO_636041334617_004\n', 'pair_coeff * * Na\n']",[],OPENKIM,Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Na__MO_636041334617_004,['Na'],"[{'A._1959': {'title': 'Application of the {M}orse Potential Function to Cubic Metals', 'volume': '114', 'year': '1959', 'journal': 'Physical Review', 'doi': '10.1103/PhysRev.114.687', 'author': ['Girifalco, L. A. ', ' Weizer, V. G.'], 'number': '3'}}]"
831,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Ni__MO_758825945924_004\n', 'pair_coeff * * Ni\n']",[],OPENKIM,Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Ni__MO_758825945924_004,['Ni'],"[{'A._1959': {'title': 'Application of the {M}orse Potential Function to Cubic Metals', 'volume': '114', 'year': '1959', 'journal': 'Physical Review', 'doi': '10.1103/PhysRev.114.687', 'author': ['Girifalco, L. A. ', ' Weizer, V. G.'], 'number': '3'}}]"
832,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Pb__MO_958424213898_004\n', 'pair_coeff * * Pb\n']",[],OPENKIM,Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Pb__MO_958424213898_004,['Pb'],"[{'A._1959': {'title': 'Application of the {M}orse Potential Function to Cubic Metals', 'volume': '114', 'year': '1959', 'journal': 'Physical Review', 'doi': '10.1103/PhysRev.114.687', 'author': ['Girifalco, L. A. ', ' Weizer, V. G.'], 'number': '3'}}]"
833,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Rb__MO_147245690895_004\n', 'pair_coeff * * Rb\n']",[],OPENKIM,Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Rb__MO_147245690895_004,['Rb'],"[{'A._1959': {'title': 'Application of the {M}orse Potential Function to Cubic Metals', 'volume': '114', 'year': '1959', 'journal': 'Physical Review', 'doi': '10.1103/PhysRev.114.687', 'author': ['Girifalco, L. A. ', ' Weizer, V. G.'], 'number': '3'}}]"
834,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Sr__MO_964297938209_004\n', 'pair_coeff * * Sr\n']",[],OPENKIM,Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Sr__MO_964297938209_004,['Sr'],"[{'A._1959': {'title': 'Application of the {M}orse Potential Function to Cubic Metals', 'volume': '114', 'year': '1959', 'journal': 'Physical Review', 'doi': '10.1103/PhysRev.114.687', 'author': ['Girifalco, L. A. ', ' Weizer, V. G.'], 'number': '3'}}]"
835,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959MedCutoff_W__MO_390128289865_004\n', 'pair_coeff * * W\n']",[],OPENKIM,Morse_Shifted_GirifalcoWeizer_1959MedCutoff_W__MO_390128289865_004,['W'],"[{'A._1959': {'title': 'Application of the {M}orse Potential Function to Cubic Metals', 'volume': '114', 'year': '1959', 'journal': 'Physical Review', 'doi': '10.1103/PhysRev.114.687', 'author': ['Girifalco, L. A. ', ' Weizer, V. G.'], 'number': '3'}}]"
836,"['pair_style kim Morse_Shifted_Glyde_1970_Ne__MO_169434419764_004\n', 'pair_coeff * * Ne\n']",[],OPENKIM,Morse_Shifted_Glyde_1970_Ne__MO_169434419764_004,['Ne'],"[{'Glyde_1970': {'title': 'Anharmonicity and potentials for the solidified inert gases', 'volume': '3', 'year': '1970', 'journal': 'Journal of Physics C: Solid State Physics', 'doi': '10.1088/0022-3719/3/4/009', 'author': ['H. R. Glyde']}}]"
837,"['pair_style kim Morse_Shifted_Jelinek_1972_Ar__MO_831902330215_004\n', 'pair_coeff * * Ar\n']",[],OPENKIM,Morse_Shifted_Jelinek_1972_Ar__MO_831902330215_004,['Ar'],"[{'E._1972': {'title': 'Properties of Crystalline Argon, Krypton, and Xenon Based Upon the {B}orn-{H}uang Method of Homogeneous Deformations. {III}. {T}he Low-Temperature Limit', 'volume': '5', 'year': '1972', 'journal': 'Physical Review B', 'doi': '10.1103/PhysRevB.5.3210', 'author': ['Jelinek, G. E.'], 'number': '8'}}]"
838,"['pair_style kim Morse_SigmoidalSmoothed_Jelinek_1972_Ar__MO_071460865933_002\n', 'pair_coeff * * Ar\n']",[],OPENKIM,Morse_SigmoidalSmoothed_Jelinek_1972_Ar__MO_071460865933_002,['Ar'],"[{'E._1972': {'title': 'Properties of Crystalline Argon, Krypton, and Xenon Based Upon the {B}orn-{H}uang Method of Homogeneous Deformations. {III}. {T}he Low-Temperature Limit', 'volume': '5', 'year': '1972', 'journal': 'Physical Review B', 'doi': '10.1103/PhysRevB.5.3210', 'author': ['Jelinek, G. E.'], 'number': '8'}}]"
839,"['pair_style kim SNAP_ChenDengTran_2017_Mo__MO_698578166685_000\n', 'pair_coeff * * Mo\n']",[],OPENKIM,SNAP_ChenDengTran_2017_Mo__MO_698578166685_000,['Mo'],"[{'Chi_2017': {'title': 'Accurate Force Field for Molybdenum by Machine Learning Large Materials Data', 'volume': '1', 'year': '2017', 'journal': 'Physical Review Materials', 'doi': '10.1103/PhysRevMaterials.1.043603', 'author': ['Chen, Chi ', ' Deng, Zhi ', ' Tran, Richard ', ' Tang, Hanmei ', ' Chu, Iek-Heng ', ' Ong, Shyue Ping']}}]"
840,"['pair_style kim SNAP_LiChenZheng_2019_NbTaWMo__MO_560387080449_000\n', 'pair_coeff * * Nb Ta W Mo\n']",[],OPENKIM,SNAP_LiChenZheng_2019_NbTaWMo__MO_560387080449_000,"['Nb', 'Ta', 'W', 'Mo']","[{'Xiang-Guo_2020': {'title': 'Complex strengthening mechanisms in the {{NbMoTaW}} multi-principal element alloy', 'volume': '6', 'year': '2020', 'journal': 'npj Computational Materials', 'doi': '10.1038/s41524-020-0339-0', 'author': ['Li, Xiang-Guo ', ' Chen, Chi ', ' Zheng, Hui ', ' Zuo, Yunxing ', ' Ong, Shyue Ping'], 'number': '1'}}]"
841,"['pair_style kim SNAP_LiHuChen_2018_Cu__MO_529419924683_000\n', 'pair_coeff * * Cu\n']",[],OPENKIM,SNAP_LiHuChen_2018_Cu__MO_529419924683_000,['Cu'],"[{'Xiang-Guo_2018': {'title': 'Quantum-Accurate Spectral Neighbor Analysis Potential Models for {{Ni}}-{{Mo}} Binary Alloys and Fcc Metals', 'volume': '98', 'year': '2018', 'journal': 'Physical Review B', 'doi': '10.1103/PhysRevB.98.094104', 'author': ['Li, Xiang-Guo ', ' Hu, Chongze ', ' Chen, Chi ', ' Deng, Zhi ', ' Luo, Jian ', ' Ong, Shyue Ping']}}]"
842,"['pair_style kim SNAP_LiHuChen_2018_NiMo__MO_468686727341_000\n', 'pair_coeff * * Ni Mo\n']",[],OPENKIM,SNAP_LiHuChen_2018_NiMo__MO_468686727341_000,"['Ni', 'Mo']","[{'Xiang-Guo_2018': {'title': 'Quantum-Accurate Spectral Neighbor Analysis Potential Models for {{Ni}}-{{Mo}} Binary Alloys and Fcc Metals', 'volume': '98', 'year': '2018', 'journal': 'Physical Review B', 'doi': '10.1103/PhysRevB.98.094104', 'author': ['Li, Xiang-Guo ', ' Hu, Chongze ', ' Chen, Chi ', ' Deng, Zhi ', ' Luo, Jian ', ' Ong, Shyue Ping']}}]"
843,"['pair_style kim SNAP_LiHuChen_2018_Ni__MO_913991514986_000\n', 'pair_coeff * * Ni\n']",[],OPENKIM,SNAP_LiHuChen_2018_Ni__MO_913991514986_000,['Ni'],"[{'Xiang-Guo_2018': {'title': 'Quantum-Accurate Spectral Neighbor Analysis Potential Models for {{Ni}}-{{Mo}} Binary Alloys and Fcc Metals', 'volume': '98', 'year': '2018', 'journal': 'Physical Review B', 'doi': '10.1103/PhysRevB.98.094104', 'author': ['Li, Xiang-Guo ', ' Hu, Chongze ', ' Chen, Chi ', ' Deng, Zhi ', ' Luo, Jian ', ' Ong, Shyue Ping']}}]"
844,"['pair_style kim SNAP_ThompsonSwilerTrott_2015_Ta__MO_359768485367_000\n', 'pair_coeff * * Ta\n']",[],OPENKIM,SNAP_ThompsonSwilerTrott_2015_Ta__MO_359768485367_000,['Ta'],"[{'A.P._2015': {'title': 'Spectral neighbor analysis method for automated generation of quantum-accurate interatomic potentials', 'volume': '285', 'year': '2015', 'journal': 'Journal of Computational Physics', 'doi': '10.1016/j.jcp.2014.12.018', 'author': ['Thompson, A.P. ', ' Swiler, L.P. ', ' Trott, C.R. ', ' Foiles, S.M. ', ' Tucker, G.J.']}}]"
845,"['pair_style kim SNAP_ZuoChenLi_2019_Cu__MO_931672895580_000\n', 'pair_coeff * * Cu\n']",[],OPENKIM,SNAP_ZuoChenLi_2019_Cu__MO_931672895580_000,['Cu'],"[{'Yunxing_2020': {'title': 'Performance and Cost Assessment of Machine Learning Interatomic Potentials', 'volume': '124', 'year': '2020', 'journal': 'The Journal of Physical Chemistry A', 'doi': '10.1021/acs.jpca.9b08723', 'author': ['Zuo, Yunxing ', ' Chen, Chi ', ' Li, Xiangguo ', ' Deng, Zhi ', ' Chen, Yiming ', ' Behler, J{\\""o}rg ', "" Cs{\\'a}nyi, G{\\'a}bor "", ' Shapeev, Alex', 'er V. ', ' Thompson, Aidan P. ', ' Wood, Mitchell A. ', ' Ong, Shyue Ping']}}]"
846,"['pair_style kim SNAP_ZuoChenLi_2019_Ge__MO_183216355174_000\n', 'pair_coeff * * Ge\n']",[],OPENKIM,SNAP_ZuoChenLi_2019_Ge__MO_183216355174_000,['Ge'],"[{'Yunxing_2020': {'title': 'Performance and Cost Assessment of Machine Learning Interatomic Potentials', 'volume': '124', 'year': '2020', 'journal': 'The Journal of Physical Chemistry A', 'doi': '10.1021/acs.jpca.9b08723', 'author': ['Zuo, Yunxing ', ' Chen, Chi ', ' Li, Xiangguo ', ' Deng, Zhi ', ' Chen, Yiming ', ' Behler, J{\\""o}rg ', "" Cs{\\'a}nyi, G{\\'a}bor "", ' Shapeev, Alex', 'er V. ', ' Thompson, Aidan P. ', ' Wood, Mitchell A. ', ' Ong, Shyue Ping']}}]"
847,"['pair_style kim SNAP_ZuoChenLi_2019_Li__MO_732106099012_000\n', 'pair_coeff * * Li\n']",[],OPENKIM,SNAP_ZuoChenLi_2019_Li__MO_732106099012_000,['Li'],"[{'Yunxing_2020': {'title': 'Performance and Cost Assessment of Machine Learning Interatomic Potentials', 'volume': '124', 'year': '2020', 'journal': 'The Journal of Physical Chemistry A', 'doi': '10.1021/acs.jpca.9b08723', 'author': ['Zuo, Yunxing ', ' Chen, Chi ', ' Li, Xiangguo ', ' Deng, Zhi ', ' Chen, Yiming ', ' Behler, J{\\""o}rg ', "" Cs{\\'a}nyi, G{\\'a}bor "", ' Shapeev, Alex', 'er V. ', ' Thompson, Aidan P. ', ' Wood, Mitchell A. ', ' Ong, Shyue Ping']}}]"
848,"['pair_style kim SNAP_ZuoChenLi_2019_Mo__MO_014123846623_000\n', 'pair_coeff * * Mo\n']",[],OPENKIM,SNAP_ZuoChenLi_2019_Mo__MO_014123846623_000,['Mo'],"[{'Yunxing_2020': {'title': 'Performance and Cost Assessment of Machine Learning Interatomic Potentials', 'volume': '124', 'year': '2020', 'journal': 'The Journal of Physical Chemistry A', 'doi': '10.1021/acs.jpca.9b08723', 'author': ['Zuo, Yunxing ', ' Chen, Chi ', ' Li, Xiangguo ', ' Deng, Zhi ', ' Chen, Yiming ', ' Behler, J{\\""o}rg ', "" Cs{\\'a}nyi, G{\\'a}bor "", ' Shapeev, Alex', 'er V. ', ' Thompson, Aidan P. ', ' Wood, Mitchell A. ', ' Ong, Shyue Ping']}}]"
849,"['pair_style kim SNAP_ZuoChenLi_2019_Ni__MO_365106510449_000\n', 'pair_coeff * * Ni\n']",[],OPENKIM,SNAP_ZuoChenLi_2019_Ni__MO_365106510449_000,['Ni'],"[{'Yunxing_2020': {'title': 'Performance and Cost Assessment of Machine Learning Interatomic Potentials', 'volume': '124', 'year': '2020', 'journal': 'The Journal of Physical Chemistry A', 'doi': '10.1021/acs.jpca.9b08723', 'author': ['Zuo, Yunxing ', ' Chen, Chi ', ' Li, Xiangguo ', ' Deng, Zhi ', ' Chen, Yiming ', ' Behler, J{\\""o}rg ', "" Cs{\\'a}nyi, G{\\'a}bor "", ' Shapeev, Alex', 'er V. ', ' Thompson, Aidan P. ', ' Wood, Mitchell A. ', ' Ong, Shyue Ping']}}]"
850,"['pair_style kim SNAP_ZuoChenLi_2019_Si__MO_869330304805_000\n', 'pair_coeff * * Si\n']",[],OPENKIM,SNAP_ZuoChenLi_2019_Si__MO_869330304805_000,['Si'],"[{'Yunxing_2020': {'title': 'Performance and Cost Assessment of Machine Learning Interatomic Potentials', 'volume': '124', 'year': '2020', 'journal': 'The Journal of Physical Chemistry A', 'doi': '10.1021/acs.jpca.9b08723', 'author': ['Zuo, Yunxing ', ' Chen, Chi ', ' Li, Xiangguo ', ' Deng, Zhi ', ' Chen, Yiming ', ' Behler, J{\\""o}rg ', "" Cs{\\'a}nyi, G{\\'a}bor "", ' Shapeev, Alex', 'er V. ', ' Thompson, Aidan P. ', ' Wood, Mitchell A. ', ' Ong, Shyue Ping']}}]"
851,"['pair_style kim SNAP_ZuoChenLi_2019quadratic_Cu__MO_265210066873_000\n', 'pair_coeff * * Cu\n']",[],OPENKIM,SNAP_ZuoChenLi_2019quadratic_Cu__MO_265210066873_000,['Cu'],"[{'Yunxing_2020': {'title': 'Performance and Cost Assessment of Machine Learning Interatomic Potentials', 'volume': '124', 'year': '2020', 'journal': 'The Journal of Physical Chemistry A', 'doi': '10.1021/acs.jpca.9b08723', 'author': ['Zuo, Yunxing ', ' Chen, Chi ', ' Li, Xiangguo ', ' Deng, Zhi ', ' Chen, Yiming ', ' Behler, J{\\""o}rg ', "" Cs{\\'a}nyi, G{\\'a}bor "", ' Shapeev, Alex', 'er V. ', ' Thompson, Aidan P. ', ' Wood, Mitchell A. ', ' Ong, Shyue Ping']}}]"
852,"['pair_style kim SNAP_ZuoChenLi_2019quadratic_Ge__MO_766484508139_000\n', 'pair_coeff * * Ge\n']",[],OPENKIM,SNAP_ZuoChenLi_2019quadratic_Ge__MO_766484508139_000,['Ge'],"[{'Yunxing_2020': {'title': 'Performance and Cost Assessment of Machine Learning Interatomic Potentials', 'volume': '124', 'year': '2020', 'journal': 'The Journal of Physical Chemistry A', 'doi': '10.1021/acs.jpca.9b08723', 'author': ['Zuo, Yunxing ', ' Chen, Chi ', ' Li, Xiangguo ', ' Deng, Zhi ', ' Chen, Yiming ', ' Behler, J{\\""o}rg ', "" Cs{\\'a}nyi, G{\\'a}bor "", ' Shapeev, Alex', 'er V. ', ' Thompson, Aidan P. ', ' Wood, Mitchell A. ', ' Ong, Shyue Ping']}}]"
853,"['pair_style kim SNAP_ZuoChenLi_2019quadratic_Li__MO_041269750353_000\n', 'pair_coeff * * Li\n']",[],OPENKIM,SNAP_ZuoChenLi_2019quadratic_Li__MO_041269750353_000,['Li'],"[{'Yunxing_2020': {'title': 'Performance and Cost Assessment of Machine Learning Interatomic Potentials', 'volume': '124', 'year': '2020', 'journal': 'The Journal of Physical Chemistry A', 'doi': '10.1021/acs.jpca.9b08723', 'author': ['Zuo, Yunxing ', ' Chen, Chi ', ' Li, Xiangguo ', ' Deng, Zhi ', ' Chen, Yiming ', ' Behler, J{\\""o}rg ', "" Cs{\\'a}nyi, G{\\'a}bor "", ' Shapeev, Alex', 'er V. ', ' Thompson, Aidan P. ', ' Wood, Mitchell A. ', ' Ong, Shyue Ping']}}]"
854,"['pair_style kim SNAP_ZuoChenLi_2019quadratic_Mo__MO_692442138123_000\n', 'pair_coeff * * Mo\n']",[],OPENKIM,SNAP_ZuoChenLi_2019quadratic_Mo__MO_692442138123_000,['Mo'],"[{'Yunxing_2020': {'title': 'Performance and Cost Assessment of Machine Learning Interatomic Potentials', 'volume': '124', 'year': '2020', 'journal': 'The Journal of Physical Chemistry A', 'doi': '10.1021/acs.jpca.9b08723', 'author': ['Zuo, Yunxing ', ' Chen, Chi ', ' Li, Xiangguo ', ' Deng, Zhi ', ' Chen, Yiming ', ' Behler, J{\\""o}rg ', "" Cs{\\'a}nyi, G{\\'a}bor "", ' Shapeev, Alex', 'er V. ', ' Thompson, Aidan P. ', ' Wood, Mitchell A. ', ' Ong, Shyue Ping']}}]"
855,"['pair_style kim SNAP_ZuoChenLi_2019quadratic_Ni__MO_263593395744_000\n', 'pair_coeff * * Ni\n']",[],OPENKIM,SNAP_ZuoChenLi_2019quadratic_Ni__MO_263593395744_000,['Ni'],"[{'Yunxing_2020': {'title': 'Performance and Cost Assessment of Machine Learning Interatomic Potentials', 'volume': '124', 'year': '2020', 'journal': 'The Journal of Physical Chemistry A', 'doi': '10.1021/acs.jpca.9b08723', 'author': ['Zuo, Yunxing ', ' Chen, Chi ', ' Li, Xiangguo ', ' Deng, Zhi ', ' Chen, Yiming ', ' Behler, J{\\""o}rg ', "" Cs{\\'a}nyi, G{\\'a}bor "", ' Shapeev, Alex', 'er V. ', ' Thompson, Aidan P. ', ' Wood, Mitchell A. ', ' Ong, Shyue Ping']}}]"
856,"['pair_style kim SNAP_ZuoChenLi_2019quadratic_Si__MO_721469752060_000\n', 'pair_coeff * * Si\n']",[],OPENKIM,SNAP_ZuoChenLi_2019quadratic_Si__MO_721469752060_000,['Si'],"[{'Yunxing_2020': {'title': 'Performance and Cost Assessment of Machine Learning Interatomic Potentials', 'volume': '124', 'year': '2020', 'journal': 'The Journal of Physical Chemistry A', 'doi': '10.1021/acs.jpca.9b08723', 'author': ['Zuo, Yunxing ', ' Chen, Chi ', ' Li, Xiangguo ', ' Deng, Zhi ', ' Chen, Yiming ', ' Behler, J{\\""o}rg ', "" Cs{\\'a}nyi, G{\\'a}bor "", ' Shapeev, Alex', 'er V. ', ' Thompson, Aidan P. ', ' Wood, Mitchell A. ', ' Ong, Shyue Ping']}}]"
857,"['pair_style kim SW_BalamaneHaliciogluTiller_1992_Si__MO_113686039439_004\n', 'pair_coeff * * Si\n']",[],OPENKIM,SW_BalamaneHaliciogluTiller_1992_Si__MO_113686039439_004,['Si'],"[{'H._1985': {'title': 'Computer simulation of local order in condensed phases of silicon', 'volume': '31', 'year': '1985', 'journal': 'Physical Review B', 'doi': '10.1103/PhysRevB.31.5262', 'author': ['Stillinger, Frank H. ', ' Weber, Thomas A.'], 'number': '8'}}, {'H._1992': {'title': 'Comparative study of silicon empirical interatomic potentials', 'volume': '46', 'year': '1992', 'journal': 'Physical Review B', 'doi': '10.1103/PhysRevB.46.2250', 'author': ['Balamane, H. ', ' Halicioglu, T. ', ' Tiller, W. A.'], 'number': '4'}}, {'H._1989': {'title': 'Vacancy- and adatom-induced $\\sqrt{3}\\times\\sqrt{3}$ reconstructions of the {S}i(111) surface', 'volume': '40', 'year': '1989', 'journal': 'Physical Review B', 'doi': '10.1103/PhysRevB.40.9999', 'author': ['Balamane, H. ', ' Halicioglu, T. ', ' Tiller, W. A.'], 'number': '14'}}, {'Tadmor_2011': {'title': 'Modeling Materials: {C}ontinuum, Atomistic and Multiscale Techniques', 'year': '2011', 'author': ['E. B. Tadmor ', ' R. E. Miller']}}]"
858,"['pair_style kim SW_BalamaneHauchShi_2017Brittle_Si__MO_381114941873_002\n', 'pair_coeff * * Si\n']",[],OPENKIM,SW_BalamaneHauchShi_2017Brittle_Si__MO_381114941873_002,['Si'],"[{'H._1985': {'title': 'Computer simulation of local order in condensed phases of silicon', 'volume': '31', 'year': '1985', 'journal': 'Physical Review B', 'doi': '10.1103/PhysRevB.31.5262', 'author': ['Stillinger, Frank H. ', ' Weber, Thomas A.'], 'number': '8'}}, {'H._1992': {'title': 'Comparative study of silicon empirical interatomic potentials', 'volume': '46', 'year': '1992', 'journal': 'Physical Review B', 'doi': '10.1103/PhysRevB.46.2250', 'author': ['Balamane, H. ', ' Halicioglu, T. ', ' Tiller, W. A.'], 'number': '4'}}, {'H._1989': {'title': 'Vacancy- and adatom-induced $\\sqrt{3}\\times\\sqrt{3}$ reconstructions of the {S}i(111) surface', 'volume': '40', 'year': '1989', 'journal': 'Physical Review B', 'doi': '10.1103/PhysRevB.40.9999', 'author': ['Balamane, H. ', ' Halicioglu, T. ', ' Tiller, W. A.'], 'number': '14'}}, {'A._1999': {'title': 'Dynamic Fracture in Single Crystal Silicon', 'volume': '82', 'year': '1999', 'journal': 'Physical Review Letters', 'doi': '10.1103/PhysRevLett.82.3823', 'author': ['Hauch, Jens A. ', ' Holl', ', Dominic ', ' Marder, M. P. ', ' Swinney, Harry L.'], 'number': '19'}}]"
859,"['pair_style kim SW_BereSerra_2006_GaN__MO_861114678890_000\n', 'pair_coeff * * Ga N\n']",[],OPENKIM,SW_BereSerra_2006_GaN__MO_861114678890_000,"['Ga', 'N']","[{'A._2006': {'title': 'On the atomic structures, mobility and interactions of extended defects in GaN: dislocations, tilt and twin boundaries', 'volume': '86', 'year': '2006', 'journal': 'Philosophical Magazine', 'doi': '10.1080/14786430600640486', 'author': ['Béré, A. ', ' Serra, A.']}}]"
