,Config,Filename,Model,Name,Species,Citations
369,"['pair_style meam\n', 'pair_coeff * * library.meam Pd Mo PdMo.meam Pd Mo\n']","['potential_LAMMPS/2018--Jeong-G-U--Pd-Mo--LAMMPS--ipr1/library.meam', 'potential_LAMMPS/2018--Jeong-G-U--Pd-Mo--LAMMPS--ipr1/PdMo.meam']",NISTiprpy,2018--Jeong-G-U--Pd-Mo--LAMMPS--ipr1,"['Pd', 'Mo']","[{'Jeong_2018': {'title': 'Second nearest-neighbor modified embedded-atom method interatomic potentials for the Pd-M (M\u202f=\u202fAl, Co, Cu, Fe, Mo, Ni, Ti) binary systems', 'journal': 'Calphad', 'volume': '62', 'pages': '172--186', 'doi': '10.1016/j.calphad.2018.06.006', 'publisher': 'Elsevier BV', 'url': 'https://doi.org/10.1016%2Fj.calphad.2018.06.006', 'year': '2018', 'author': ['Ga-Un Jeong', 'Chang Seo Park', 'Hyeon-Seok Do', 'Seul-Mi Park', 'Byeong-Joo Lee']}}]"
370,"['pair_style meam\n', 'pair_coeff * * library.meam Pd Ni PdNi.meam Pd Ni\n']","['potential_LAMMPS/2018--Jeong-G-U--Pd-Ni--LAMMPS--ipr1/library.meam', 'potential_LAMMPS/2018--Jeong-G-U--Pd-Ni--LAMMPS--ipr1/PdNi.meam']",NISTiprpy,2018--Jeong-G-U--Pd-Ni--LAMMPS--ipr1,"['Pd', 'Ni']","[{'Jeong_2018': {'title': 'Second nearest-neighbor modified embedded-atom method interatomic potentials for the Pd-M (M\u202f=\u202fAl, Co, Cu, Fe, Mo, Ni, Ti) binary systems', 'journal': 'Calphad', 'volume': '62', 'pages': '172--186', 'doi': '10.1016/j.calphad.2018.06.006', 'publisher': 'Elsevier BV', 'url': 'https://doi.org/10.1016%2Fj.calphad.2018.06.006', 'year': '2018', 'author': ['Ga-Un Jeong', 'Chang Seo Park', 'Hyeon-Seok Do', 'Seul-Mi Park', 'Byeong-Joo Lee']}}]"
371,"['pair_style meam\n', 'pair_coeff * * library.meam Pd Ti PdTi.meam Pd Ti\n']","['potential_LAMMPS/2018--Jeong-G-U--Pd-Ti--LAMMPS--ipr1/library.meam', 'potential_LAMMPS/2018--Jeong-G-U--Pd-Ti--LAMMPS--ipr1/PdTi.meam']",NISTiprpy,2018--Jeong-G-U--Pd-Ti--LAMMPS--ipr1,"['Pd', 'Ti']","[{'Jeong_2018': {'title': 'Second nearest-neighbor modified embedded-atom method interatomic potentials for the Pd-M (M\u202f=\u202fAl, Co, Cu, Fe, Mo, Ni, Ti) binary systems', 'journal': 'Calphad', 'volume': '62', 'pages': '172--186', 'doi': '10.1016/j.calphad.2018.06.006', 'publisher': 'Elsevier BV', 'url': 'https://doi.org/10.1016%2Fj.calphad.2018.06.006', 'year': '2018', 'author': ['Ga-Un Jeong', 'Chang Seo Park', 'Hyeon-Seok Do', 'Seul-Mi Park', 'Byeong-Joo Lee']}}]"
372,"['pair_style meam\n', 'pair_coeff * * library.meam Sn Sn.meam Sn\n']","['potential_LAMMPS/2018--Ko-W-S--Sn--LAMMPS--ipr1/library.meam', 'potential_LAMMPS/2018--Ko-W-S--Sn--LAMMPS--ipr1/Sn.meam']",NISTiprpy,2018--Ko-W-S--Sn--LAMMPS--ipr1,['Sn'],"[{'Ko_2018': {'title': 'Atomistic Simulations of Pure Tin Based on a New Modified Embedded-Atom Method Interatomic Potential', 'journal': 'Metals', 'volume': '8', 'pages': '900', 'number': '11', 'doi': '10.3390/met8110900', 'publisher': 'MDPI AG', 'url': 'https://doi.org/10.3390%2Fmet8110900', 'year': '2018', 'author': ['Won-Seok Ko', 'Dong-Hyun Kim', 'Yong-Jai Kwon', 'Min Lee']}}]"
373,"['pair_style eam/fs\n', 'pair_coeff * * Tb.eam.fs Tb\n']",['potential_LAMMPS/2018--Mendelev-M-I--Tb--LAMMPS--ipr1/Tb.eam.fs'],NISTiprpy,2018--Mendelev-M-I--Tb--LAMMPS--ipr1,['Tb'],"[{'Mendelev_2018': {'title': 'Molecular dynamics simulation of the solid-liquid interface migration in terbium', 'journal': 'The Journal of Chemical Physics', 'volume': '148', 'pages': '214705', 'number': '21', 'doi': '10.1063/1.5026922', 'publisher': 'AIP Publishing', 'url': 'https://doi.org/10.1063%2F1.5026922', 'year': '2018', 'author': ['M. I. Mendelev', 'F. Zhang', 'H. Song', 'Y. Sun', 'C. Z. Wang', 'K. M. Ho']}}]"
374,"['pair_style eam/fs\n', 'pair_coeff * * Ag-Ni.eam.fs Ag Ni\n']",['potential_LAMMPS/2018--Pan-Z--Ag-Ni--LAMMPS--ipr1/Ag-Ni.eam.fs'],NISTiprpy,2018--Pan-Z--Ag-Ni--LAMMPS--ipr1,"['Ag', 'Ni']","[{'Pan_2018': {'title': 'Development of a semi-empirical potential for simulation of Ni solute segregation into grain boundaries in Ag', 'journal': 'Modelling and Simulation in Materials Science and Engineering', 'volume': '26', 'pages': '075004', 'number': '7', 'doi': '10.1088/1361-651x/aadea3', 'publisher': 'IOP Publishing', 'url': 'https://doi.org/10.1088%2F1361-651x%2Faadea3', 'year': '2018', 'author': ['Zhiliang Pan', 'Valery Borovikov', 'Mikhail I Mendelev', 'Frederic Sansoz']}}]"
375,"['pair_style eam/alloy\n', 'pair_coeff * * WRe_Setyawan_set145.eam.alloy W Re\n']",['potential_LAMMPS/2018--Setyawan-W--W-Re--LAMMPS--ipr1/WRe_Setyawan_set145.eam.alloy'],NISTiprpy,2018--Setyawan-W--W-Re--LAMMPS--ipr1,"['W', 'Re']","[{'Setyawan_2018': {'title': 'A tungsten-rhenium interatomic potential for point defect studies', 'journal': 'Journal of Applied Physics', 'volume': '123', 'pages': '205102', 'number': '20', 'doi': '10.1063/1.5030113', 'publisher': 'AIP Publishing', 'url': 'https://doi.org/10.1063%2F1.5030113', 'year': '2018', 'author': ['Wahyu Setyawan', 'Ning Gao', 'Richard J. Kurtz']}}]"
376,"['pair_style adp\n', 'pair_coeff * * Mg_H.adp.alloy.txt Mg H\n']",['potential_LAMMPS/2018--Smirnova-D-E--Mg-H--LAMMPS--ipr1/Mg_H.adp.alloy.txt'],NISTiprpy,2018--Smirnova-D-E--Mg-H--LAMMPS--ipr1,"['Mg', 'H']","[{'Smirnova_2018': {'title': 'New interatomic potential for simulation of pure magnesium and magnesium hydrides', 'journal': 'Computational Materials Science', 'volume': '154', 'pages': '295--302', 'doi': '10.1016/j.commatsci.2018.07.051', 'publisher': 'Elsevier BV', 'url': 'https://doi.org/10.1016%2Fj.commatsci.2018.07.051', 'year': '2018', 'author': ['D.E. Smirnova', 'S.V. Starikov', 'A.M. Vlasova']}}]"
377,"['pair_style adp\n', 'pair_coeff * * Si_Au.mod.adp.txt Si Au\n']",['potential_LAMMPS/2018--Starikov-S-V--Si-Au--LAMMPS--ipr2/Si_Au.mod.adp.txt'],NISTiprpy,2018--Starikov-S-V--Si-Au--LAMMPS--ipr2,"['Si', 'Au']","[{'Starikov_2018': {'title': 'Atomistic simulation of Si-Au melt crystallization with novel interatomic potential', 'journal': 'Computational Materials Science', 'volume': '142', 'pages': '303--311', 'doi': '10.1016/j.commatsci.2017.09.054', 'publisher': 'Elsevier BV', 'url': 'https://doi.org/10.1016%2Fj.commatsci.2017.09.054', 'year': '2018', 'author': ['S.V. Starikov', 'N.Yu. Lopanitsyna', 'D.E. Smirnova', 'S.V. Makarov']}}]"
378,"['pair_style adp\n', 'pair_coeff * * U_Mo.alloy.adp_cor.txt U Mo\n']",['potential_LAMMPS/2018--Starikov-S-V--U-Mo--LAMMPS--ipr2/U_Mo.alloy.adp_cor.txt'],NISTiprpy,2018--Starikov-S-V--U-Mo--LAMMPS--ipr2,"['U', 'Mo']","[{'Starikov_2018': {'title': 'Atomistic simulation of cubic and tetragonal phases of U-Mo alloy: Structure and thermodynamic properties', 'journal': 'Journal of Nuclear Materials', 'volume': '499', 'pages': '451--463', 'doi': '10.1016/j.jnucmat.2017.11.047', 'publisher': 'Elsevier BV', 'url': 'https://doi.org/10.1016%2Fj.jnucmat.2017.11.047', 'year': '2018', 'author': ['S.V. Starikov', 'L.N. Kolotova', 'A.Yu. Kuksin', 'D.E. Smirnova', 'V.I. Tseplyaev']}}]"
379,"['pair_style eam/alloy\n', 'pair_coeff * * Pb_Wang02.eam.fs Pb\n']",['potential_LAMMPS/2018--Wang-K--Pb-II--LAMMPS--ipr1/Pb_Wang02.eam.fs'],NISTiprpy,2018--Wang-K--Pb-II--LAMMPS--ipr1,['Pb'],"[{'Wang_2018': {'title': 'Improved embedded-atom model potentials of Pb at high pressure: application to investigations of plasticity and phase transition under extreme conditions', 'journal': 'Modelling and Simulation in Materials Science and Engineering', 'volume': '27', 'pages': '015001', 'number': '1', 'doi': '10.1088/1361-651x/aaea55', 'publisher': 'IOP Publishing', 'url': 'https://doi.org/10.1088%2F1361-651x%2Faaea55', 'year': '2018', 'author': ['Kun Wang', 'Wenjun Zhu', 'Meizhen Xiang', 'Yun Xu', 'Guomeng Li', 'Jun Chen']}}]"
380,"['pair_style bop\n', 'pair_coeff * * AlCuH_Dec3.t Al Cu H\n', 'comm_modify cutoff 14.7\n']",['potential_LAMMPS/2018--Zhou-X-W--Al-Cu-H--LAMMPS--ipr1/AlCuH_Dec3.t'],NISTiprpy,2018--Zhou-X-W--Al-Cu-H--LAMMPS--ipr1,"['Al', 'Cu', 'H']","[{'Zhou_2018': {'title': 'A bond-order potential for the Al–Cu–H ternary system', 'journal': 'New Journal of Chemistry', 'volume': '42', 'pages': '5215--5228', 'number': '7', 'doi': '10.1039/c8nj00513c', 'publisher': 'Royal Society of Chemistry (RSC)', 'url': 'https://doi.org/10.1039%2Fc8nj00513c', 'year': '2018', 'author': ['X. W. Zhou', 'D. K. Ward', 'M. E. Foster']}}]"
381,"['pair_style eam/alloy\n', 'pair_coeff * * FeNiCr.t Fe Ni Cr\n']",['potential_LAMMPS/2018--Zhou-X-W--Fe-Ni-Cr--LAMMPS--ipr1/FeNiCr.t'],NISTiprpy,2018--Zhou-X-W--Fe-Ni-Cr--LAMMPS--ipr1,"['Fe', 'Ni', 'Cr']","[{'Zhou_2018': {'title': 'An Fe-Ni-Cr embedded atom method potential for austenitic and ferritic systems', 'journal': 'Journal of Computational Chemistry', 'volume': '39', 'pages': '2420--2431', 'number': '29', 'doi': '10.1002/jcc.25573', 'publisher': 'Wiley', 'url': 'https://doi.org/10.1002%2Fjcc.25573', 'year': '2018', 'author': ['Xiaowang W. Zhou', 'Michael E. Foster', 'Ryan B. Sills']}}]"
382,"['pair_style eam/fs\n', 'pair_coeff * * FeNiCr_fs.t Fe Ni Cr\n']",['potential_LAMMPS/2018--Zhou-X-W--Fe-Ni-Cr--LAMMPS--ipr2/FeNiCr_fs.t'],NISTiprpy,2018--Zhou-X-W--Fe-Ni-Cr--LAMMPS--ipr2,"['Fe', 'Ni', 'Cr']","[{'Zhou_2018': {'title': 'An Fe-Ni-Cr embedded atom method potential for austenitic and ferritic systems', 'journal': 'Journal of Computational Chemistry', 'volume': '39', 'pages': '2420--2431', 'number': '29', 'doi': '10.1002/jcc.25573', 'publisher': 'Wiley', 'url': 'https://doi.org/10.1002%2Fjcc.25573', 'year': '2018', 'author': ['Xiaowang W. Zhou', 'Michael E. Foster', 'Ryan B. Sills']}}]"
383,"['pair_style meam\n', 'pair_coeff * * library.meam Fe Mn Si C parameter.meam Fe Mn Si C\n']","['potential_LAMMPS/2019--Aslam-I--Fe-Mn-Si-C--LAMMPS--ipr1/library.meam', 'potential_LAMMPS/2019--Aslam-I--Fe-Mn-Si-C--LAMMPS--ipr1/parameter.meam']",NISTiprpy,2019--Aslam-I--Fe-Mn-Si-C--LAMMPS--ipr1,"['Fe', 'Mn', 'Si', 'C']","[{'Aslam_2019': {'title': 'Thermodynamic and kinetic behavior of low-alloy steels: An atomic level study using an Fe-Mn-Si-C modified embedded atom method (MEAM) potential', 'journal': 'Materialia', 'volume': '8', 'pages': '100473', 'doi': '10.1016/j.mtla.2019.100473', 'publisher': 'Elsevier BV', 'url': 'https://doi.org/10.1016%2Fj.mtla.2019.100473', 'year': '2019', 'author': ['I. Aslam', 'M.I. Baskes', 'D.E. Dickel', 'S. Adibi', 'B. Li', 'H. Rhee', 'M. Asle Zaeem', 'M.F. Horstemeyer']}}]"
384,"['pair_style tersoff/zbl\n', 'pair_coeff * * Fe-O.tersoff.zbl Fe O\n']",['potential_LAMMPS/2019--Byggmastar-J--Fe-O--LAMMPS--ipr1/Fe-O.tersoff.zbl'],NISTiprpy,2019--Byggmastar-J--Fe-O--LAMMPS--ipr1,"['Fe', 'O']","[{'Byggm_star_2019': {'title': 'Analytical interatomic bond-order potential for simulations of oxygen defects in iron', 'journal': 'Journal of Physics: Condensed Matter', 'volume': '31', 'pages': '215401', 'doi': '10.1088/1361-648x/ab0931', 'publisher': 'IOP Publishing', 'url': 'https://doi.org/10.1088%2F1361-648x%2Fab0931', 'year': '2019', 'author': ['Jesper Byggmästar', 'Morten Nagel', 'Karsten Albe', 'Krister Henriksson', 'Kai Nordlund']}}]"
385,"['pair_style eam/fs\n', 'pair_coeff * * WRe_YC2.eam.fs W Re\n']",['potential_LAMMPS/2019--Chen-Y--W-Re--LAMMPS--ipr1/WRe_YC2.eam.fs'],NISTiprpy,2019--Chen-Y--W-Re--LAMMPS--ipr1,"['W', 'Re']","[{'Chen_2019': {'title': 'The interactions between rhenium and interstitial-type defects in bulk tungsten: A combined study by molecular dynamics and molecular statics simulations', 'journal': 'Journal of Nuclear Materials', 'volume': '522', 'pages': '200--211', 'doi': '10.1016/j.jnucmat.2019.05.003', 'publisher': 'Elsevier BV', 'url': 'https://doi.org/10.1016%2Fj.jnucmat.2019.05.003', 'year': '2019', 'author': ['Yangchun Chen', 'Jingzhong Fang', 'Lixia Liu', 'Wangyu Hu', 'Chao Jiang', 'Ning Gao', 'Hong-Bo Zhou', 'Guang-Hong Lu', 'Fei Gao', 'Huiqiu Deng']}}]"
386,"['pair_style eam/fs\n', 'pair_coeff * * WTa.eam.fs W Ta\n']",['potential_LAMMPS/2019--Chen-Y--W-Ta--LAMMPS--ipr1/WTa.eam.fs'],NISTiprpy,2019--Chen-Y--W-Ta--LAMMPS--ipr1,"['W', 'Ta']","[{'Chen_2019': {'title': 'Development of the interatomic potentials for W-Ta system', 'journal': 'Computational Materials Science', 'volume': '163', 'pages': '91--99', 'doi': '10.1016/j.commatsci.2019.03.021', 'publisher': 'Elsevier BV', 'url': 'https://doi.org/10.1016%2Fj.commatsci.2019.03.021', 'year': '2019', 'author': ['Yangchun Chen', 'Jingzhong Fang', 'Lixia Liu', 'Wangyu Hu', 'Ning Gao', 'Fei Gao', 'Huiqiu Deng']}}]"
387,"['pair_style hybrid table linear 1000 eam/alloy\n', 'pair_coeff 2 2 table He.Aziz.table HeHe_Aziz\n', 'pair_coeff 1 2 table TaHe.Juslin.table TaHe_Juslin\n', 'pair_coeff * * eam/alloy Ta_Zhou04.eam.alloy Ta NULL\n']","['potential_LAMMPS/2019--Duan-X--Ta-He--LAMMPS--ipr1/He.Aziz.table', 'potential_LAMMPS/2019--Duan-X--Ta-He--LAMMPS--ipr1/TaHe.Juslin.table', 'potential_LAMMPS/2019--Duan-X--Ta-He--LAMMPS--ipr1/Ta_Zhou04.eam.alloy']",NISTiprpy,2019--Duan-X--Ta-He--LAMMPS--ipr1,"['Ta', 'He']","[{'Duan_2019': {'title': 'Development of a pair potential for Ta-He system', 'journal': 'Computational Materials Science', 'volume': '156', 'pages': '268--272', 'doi': '10.1016/j.commatsci.2018.09.057', 'publisher': 'Elsevier BV', 'url': 'https://doi.org/10.1016%2Fj.commatsci.2018.09.057', 'year': '2019', 'author': ['Xianbao Duan', 'Feng Xie', 'Xu Guo', 'Zhitian Liu', 'Jiaqiang Yang', 'Xiao Liu', 'Bin Shan']}}]"
388,"['pair_style eam/alloy\n', 'pair_coeff * * Cu_Ni_Fischer_2018.eam.alloy Cu Ni\n']",['potential_LAMMPS/2019--Fischer-F--Cu-Ni--LAMMPS--ipr1/Cu_Ni_Fischer_2018.eam.alloy'],NISTiprpy,2019--Fischer-F--Cu-Ni--LAMMPS--ipr1,"['Cu', 'Ni']","[{'Fischer_2019': {'title': 'A systematic study of grain boundary segregation and grain boundary formation energy using a new copper–nickel embedded-atom potential', 'journal': 'Acta Materialia', 'volume': '176', 'pages': '220--231', 'doi': '10.1016/j.actamat.2019.06.027', 'publisher': 'Elsevier BV', 'url': 'https://doi.org/10.1016%2Fj.actamat.2019.06.027', 'year': '2019', 'author': ['F. Fischer', 'G. Schmitz', 'S.M. Eich']}}]"
389,"['pair_style eam/alloy\n', 'pair_coeff * * Cu_Ni_Fischer_2018.eam.alloy Cu Ni\n']",['potential_LAMMPS/2019--Fischer-F--Cu-Ni--LAMMPS--ipr2/Cu_Ni_Fischer_2018.eam.alloy'],NISTiprpy,2019--Fischer-F--Cu-Ni--LAMMPS--ipr2,"['Cu', 'Ni']","[{'Fischer_2019': {'title': 'A systematic study of grain boundary segregation and grain boundary formation energy using a new copper–nickel embedded-atom potential', 'journal': 'Acta Materialia', 'volume': '176', 'pages': '220--231', 'doi': '10.1016/j.actamat.2019.06.027', 'publisher': 'Elsevier BV', 'url': 'https://doi.org/10.1016%2Fj.actamat.2019.06.027', 'year': '2019', 'author': ['F. Fischer', 'G. Schmitz', 'S.M. Eich']}}]"
390,"['pair_style eam/alloy\n', 'pair_coeff * * Cu_Ni_Fischer_2018.eam.alloy Cu Ni\n']",['potential_LAMMPS/2019--Fischer-F--Cu-Ni--LAMMPS--ipr3/Cu_Ni_Fischer_2018.eam.alloy'],NISTiprpy,2019--Fischer-F--Cu-Ni--LAMMPS--ipr3,"['Cu', 'Ni']","[{'Fischer_2019': {'title': 'A systematic study of grain boundary segregation and grain boundary formation energy using a new copper–nickel embedded-atom potential', 'journal': 'Acta Materialia', 'volume': '176', 'pages': '220--231', 'doi': '10.1016/j.actamat.2019.06.027', 'publisher': 'Elsevier BV', 'url': 'https://doi.org/10.1016%2Fj.actamat.2019.06.027', 'year': '2019', 'author': ['F. Fischer', 'G. Schmitz', 'S.M. Eich']}}]"
391,"['pair_style meam\n', 'pair_coeff * * library.meam Ca Zn Mg CaZnMg.meam Ca Zn Mg\n']","['potential_LAMMPS/2019--Jang-H-S--Mg-Zn-Ca--LAMMPS--ipr1/library.meam', 'potential_LAMMPS/2019--Jang-H-S--Mg-Zn-Ca--LAMMPS--ipr1/CaZnMg.meam']",NISTiprpy,2019--Jang-H-S--Mg-Zn-Ca--LAMMPS--ipr1,"['Ca', 'Zn', 'Mg']","[{'Jang_2019': {'title': 'Modified embedded-atom method interatomic potential for the Mg–Zn–Ca ternary system', 'journal': 'Calphad', 'volume': '67', 'pages': '101674', 'doi': '10.1016/j.calphad.2019.101674', 'publisher': 'Elsevier BV', 'url': 'https://doi.org/10.1016%2Fj.calphad.2019.101674', 'year': '2019', 'author': ['Hyo-Sun Jang', 'Donghyuk Seol', 'Byeong-Joo Lee']}}]"
392,"['pair_style meam\n', 'pair_coeff * * library.meam Ni Ti NiTi.meam Ni Ti\n']","['potential_LAMMPS/2019--Kavousi-S--Ni-Ti--LAMMPS--ipr1/library.meam', 'potential_LAMMPS/2019--Kavousi-S--Ni-Ti--LAMMPS--ipr1/NiTi.meam']",NISTiprpy,2019--Kavousi-S--Ni-Ti--LAMMPS--ipr1,"['Ni', 'Ti']","[{'Kavousi_2019': {'title': 'Modified embedded-atom method potential for high-temperature crystal-melt properties of Ti–Ni alloys and its application to phase field simulation of solidification', 'journal': 'Modelling and Simulation in Materials Science and Engineering', 'volume': '28', 'pages': '015006', 'number': '1', 'doi': '10.1088/1361-651x/ab580c', 'publisher': 'IOP Publishing', 'url': 'https://doi.org/10.1088%2F1361-651x%2Fab580c', 'year': '2019', 'author': ['Sepideh Kavousi', 'Brian R Novak', 'Michael I Baskes', 'M. Asle Zaeem', 'Dorel Moldovan']}}]"
393,"['pair_style eam/fs\n', 'pair_coeff * * Cu-Zr_4.eam.fs Cu Zr\n']",['potential_LAMMPS/2019--Mendelev-M-I--Cu-Zr--LAMMPS--ipr1/Cu-Zr_4.eam.fs'],NISTiprpy,2019--Mendelev-M-I--Cu-Zr--LAMMPS--ipr1,"['Cu', 'Zr']","[{'Mendelev_2019': {'title': 'Development of a semi-empirical potential suitable for molecular dynamics simulation of vitrification in Cu-Zr alloys', 'journal': 'The Journal of Chemical Physics', 'volume': '151', 'pages': '214502', 'number': '21', 'doi': '10.1063/1.5131500', 'publisher': 'AIP Publishing', 'url': 'https://doi.org/10.1063%2F1.5131500', 'year': '2019', 'author': ['M. I. Mendelev', 'Y. Sun', 'F. Zhang', 'C. Z. Wang', 'K. M. Ho']}}]"
394,"['pair_style eam/fs\n', 'pair_coeff * * Fe-Ni-Cr_fcc.eam.fs Fe Ni Cr\n']",['potential_LAMMPS/2019--Mendelev-M-I--Fe-Ni-Cr--LAMMPS--ipr1/Fe-Ni-Cr_fcc.eam.fs'],NISTiprpy,2019--Mendelev-M-I--Fe-Ni-Cr--LAMMPS--ipr1,"['Fe', 'Ni', 'Cr']","[{'2019--M-I-Mendelev--Fe-Ni-Cr': {'title': 'to be published', 'year': '2019', 'author': ['M.I. Mendelev']}}]"
395,"['pair_style tersoff\n', 'pair_coeff * * TACBOP.tersoff Ti Al C\n']",['potential_LAMMPS/2019--Plummer-G--Ti-Al-C--LAMMPS--ipr1/TACBOP.tersoff'],NISTiprpy,2019--Plummer-G--Ti-Al-C--LAMMPS--ipr1,"['Ti', 'Al', 'C']","[{'Plummer_2019': {'title': 'Bond-order potentials for the Ti<sub>3</sub>AlC<sub>2</sub> and Ti<sub>3</sub>SiC<sub>2</sub> MAX phases', 'journal': 'Physical Review B', 'volume': '100', 'pages': '214114', 'number': '21', 'doi': '10.1103/physrevb.100.214114', 'publisher': 'American Physical Society (APS)', 'url': 'https://doi.org/10.1103%2Fphysrevb.100.214114', 'year': '2019', 'author': ['Gabriel Plummer', 'Garritt J. Tucker']}}]"
396,"['pair_style tersoff\n', 'pair_coeff * * TSCBOP.tersoff Ti Si C\n']",['potential_LAMMPS/2019--Plummer-G--Ti-Si-C--LAMMPS--ipr1/TSCBOP.tersoff'],NISTiprpy,2019--Plummer-G--Ti-Si-C--LAMMPS--ipr1,"['Ti', 'Si', 'C']","[{'Plummer_2019': {'title': 'Bond-order potentials for the Ti<sub>3</sub>AlC<sub>2</sub> and Ti<sub>3</sub>SiC<sub>2</sub> MAX phases', 'journal': 'Physical Review B', 'volume': '100', 'pages': '214114', 'number': '21', 'doi': '10.1103/physrevb.100.214114', 'publisher': 'American Physical Society (APS)', 'url': 'https://doi.org/10.1103%2Fphysrevb.100.214114', 'year': '2019', 'author': ['Gabriel Plummer', 'Garritt J. Tucker']}}]"
397,"['pair_style meam/spline\n', 'pair_coeff * * Nb.meam.spline Nb\n']",['potential_LAMMPS/2019--Yang-C--Nb--LAMMPS--ipr1/Nb.meam.spline'],NISTiprpy,2019--Yang-C--Nb--LAMMPS--ipr1,['Nb'],"[{'Yang_2019': {'title': 'Modified embedded-atom method potential of niobium for studies on mechanical properties', 'journal': 'Computational Materials Science', 'volume': '161', 'pages': '351--363', 'doi': '10.1016/j.commatsci.2019.01.047', 'publisher': 'Elsevier BV', 'url': 'https://doi.org/10.1016%2Fj.commatsci.2019.01.047', 'year': '2019', 'author': ['Chaoming Yang', 'Liang Qi']}}]"
398,"['pair_style tersoff/zbl\n', 'pair_coeff * * Fe_Byggmastar.tersoff.zbl Fe\n']",['potential_LAMMPS/2020--Byggmastar-J--Fe--LAMMPS--ipr1/Fe_Byggmastar.tersoff.zbl'],NISTiprpy,2020--Byggmastar-J--Fe--LAMMPS--ipr1,['Fe'],"[{'Byggm_star_2020': {'title': 'Dynamical stability of radiation-induced C15 clusters in iron', 'journal': 'Journal of Nuclear Materials', 'volume': '528', 'pages': '151893', 'doi': '10.1016/j.jnucmat.2019.151893', 'publisher': 'Elsevier BV', 'url': 'https://doi.org/10.1016%2Fj.jnucmat.2019.151893', 'year': '2020', 'author': ['J. Byggmästar', 'F. Granberg']}}]"
399,"['pair_style eam/fs\n', 'pair_coeff * * WMo.eam.fs W Mo\n']",['potential_LAMMPS/2020--Chen-Y--W-Mo--LAMMPS--ipr1/WMo.eam.fs'],NISTiprpy,2020--Chen-Y--W-Mo--LAMMPS--ipr1,"['W', 'Mo']","[{'Chen_2020': {'title': 'Interatomic potentials of W-V and W-Mo binary systems for point defects studies', 'journal': 'Journal of Nuclear Materials', 'volume': '531', 'pages': '152020', 'doi': '10.1016/j.jnucmat.2020.152020', 'publisher': 'Elsevier BV', 'url': 'https://doi.org/10.1016%2Fj.jnucmat.2020.152020', 'year': '2020', 'author': ['Yangchun Chen', 'Xichuan Liao', 'Ning Gao', 'Wangyu Hu', 'Fei Gao', 'Huiqiu Deng']}}]"
400,"['pair_style eam/fs\n', 'pair_coeff * * WV.eam.fs W V\n']",['potential_LAMMPS/2020--Chen-Y--W-V--LAMMPS--ipr1/WV.eam.fs'],NISTiprpy,2020--Chen-Y--W-V--LAMMPS--ipr1,"['W', 'V']","[{'Chen_2020': {'title': 'Interatomic potentials of W-V and W-Mo binary systems for point defects studies', 'journal': 'Journal of Nuclear Materials', 'volume': '531', 'pages': '152020', 'doi': '10.1016/j.jnucmat.2020.152020', 'publisher': 'Elsevier BV', 'url': 'https://doi.org/10.1016%2Fj.jnucmat.2020.152020', 'year': '2020', 'author': ['Yangchun Chen', 'Xichuan Liao', 'Ning Gao', 'Wangyu Hu', 'Fei Gao', 'Huiqiu Deng']}}]"
401,"['pair_style eam/alloy\n', 'pair_coeff * * FeNiCrCoAl-heaweight.setfl Fe Ni Cr Co Al\n']",['potential_LAMMPS/2020--Farkas-D--Fe-Ni-Cr-Co-Al--LAMMPS--ipr1/FeNiCrCoAl-heaweight.setfl'],NISTiprpy,2020--Farkas-D--Fe-Ni-Cr-Co-Al--LAMMPS--ipr1,"['Fe', 'Ni', 'Cr', 'Co', 'Al']","[{'Farkas_2020': {'title': 'Model interatomic potentials for Fe–Ni–Cr–Co–Al high-entropy alloys', 'journal': 'Journal of Materials Research', 'volume': '35', 'pages': '3031--3040', 'doi': '10.1557/jmr.2020.294', 'publisher': 'Cambridge University Press (CUP)', 'url': 'https://doi.org/10.1557%2Fjmr.2020.294', 'year': '2020', 'author': ['Diana Farkas', 'Alfredo Caro']}}]"
